Material,Su,Sy,E,G,mu,Ro,Use
GOST Steel 35 GOST 157793 normalized,575,270,206000,80000,0.29,7860,False
GOST Steel 35 GOST 157793 normalized,555,245,206000,80000,0.29,7860,False
GOST Steel 35 GOST 157793 Quenched and tempered,705,430,206000,80000,0.29,7860,False
GOST Steel 35 GOST 157793 Quenched and tempered,675,370,206000,80000,0.29,7860,False
GOST Steel 35 GOST 157793 Quenched and tempered,625,320,206000,80000,0.29,7860,False
GOST Steel 40 GOST 157793 normalized,625,320,206000,80000,0.29,7860,False
GOST Steel 40 GOST 157793 normalized,625,290,206000,80000,0.29,7860,False
GOST Steel 40 GOST 157793 normalized,605,260,206000,80000,0.29,7860,False
GOST Steel 40 GOST 157793 Quenched and tempered,725,460,206000,80000,0.29,7860,False
GOST Steel 40 GOST 157793 Quenched and tempered,705,400,206000,80000,0.29,7860,False
GOST Steel 40 GOST 157793 Quenched and tempered,675,350,206000,80000,0.29,7860,False
GOST Steel 45 GOST 157793 normalized,675,340,206000,80000,0.29,7860,False
GOST Steel 45 GOST 157793 normalized,675,305,206000,80000,0.29,7860,False
GOST Steel 45 GOST 157793 normalized,655,275,206000,80000,0.29,7860,False
GOST Steel 45 GOST 157793 Quenched and tempered,775,500,206000,80000,0.29,7860,False
GOST Steel 45 GOST 157793 Quenched and tempered,725,430,206000,80000,0.29,7860,False
GOST Steel 45 GOST 157793 Quenched and tempered,705,370,206000,80000,0.29,7860,False
GOST Steel 50 GOST 157793 normalized,710,355,206000,80000,0.29,7860,False
GOST Steel 50 GOST 157793 normalized,710,320,206000,80000,0.29,7860,False
GOST Steel 50 GOST 157793 normalized,690,290,206000,80000,0.29,7860,False
GOST Steel 50 GOST 157793 Quenched and tempered,825,520,206000,80000,0.29,7860,False
GOST Steel 50 GOST 157793 Quenched and tempered,775,460,206000,80000,0.29,7860,False
GOST Steel 50 GOST 157793 Quenched and tempered,725,400,206000,80000,0.29,7860,False
GOST Steel 55 GOST 157793 normalized,750,370,206000,80000,0.29,7860,False
GOST Steel 55 GOST 157793 normalized,750,330,206000,80000,0.29,7860,False
GOST Steel 55 GOST 157793 normalized,730,300,206000,80000,0.29,7860,False
GOST Steel 55 GOST 157793 Quenched and tempered,875,550,206000,80000,0.29,7860,False
GOST Steel 55 GOST 157793 Quenched and tempered,825,500,206000,80000,0.29,7860,False
GOST Steel 55 GOST 157793 Quenched and tempered,775,430,206000,80000,0.29,7860,False
GOST Steel 60 GOST 157793 normalized,785,380,206000,80000,0.29,7860,False
GOST Steel 60 GOST 157793 normalized,785,340,206000,80000,0.29,7860,False
GOST Steel 60 GOST 157793 normalized,755,310,206000,80000,0.29,7860,False
GOST Steel 60 GOST 157793 Quenched and tempered,925,580,206000,80000,0.29,7860,False
GOST Steel 60 GOST 157793 Quenched and tempered,875,520,206000,80000,0.29,7860,False
GOST Steel 60 GOST 157793 Quenched and tempered,825,450,206000,80000,0.29,7860,False
GOST Steel 30Ch GOST 157793 Quenched and tempered,925,650,206000,80000,0.29,7860,False
GOST Steel 30Ch GOST 157793 Quenched and tempered,825,550,206000,80000,0.29,7860,False
GOST Steel 30Ch GOST 157793 Quenched and tempered,725,410,206000,80000,0.29,7860,False
GOST Steel 38ChA GOST 157793 Quenched and tempered,1050,750,206000,80000,0.29,7860,False
GOST Steel 38ChA GOST 157793 Quenched and tempered,925,630,206000,80000,0.29,7860,False
GOST Steel 38ChA GOST 157793 Quenched and tempered,825,510,206000,80000,0.29,7860,False
GOST Steel 40Ch GOST 157793 Quenched and tempered,1100,800,206000,80000,0.29,7860,False
GOST Steel 40Ch GOST 157793 Quenched and tempered,1000,660,206000,80000,0.29,7860,False
GOST Steel 40Ch GOST 157793 Quenched and tempered,875,560,206000,80000,0.29,7860,False
GOST Steel 15L GOST 97788 normalized,392,196,200000,77000,0.3,7820,False
GOST Steel 20L GOST 97788 normalized,412,216,200000,77000,0.3,7820,False
GOST Steel 25L GOST 97788 normalized,441,235,205000,79000,0.3,7830,False
GOST Steel 30L GOST 97788 normalized,471,255,210000,81000,0.3,7810,True
GOST Steel 35L GOST 97788 normalized,491,275,212000,82000,0.29,7830,True
GOST Steel 40L GOST 97788 normalized,520,294,215000,83000,0.3,7810,False
GOST Steel 45L GOST 97788 normalized,540,314,215000,83000,0.3,7800,False
GOST Steel 50L GOST 97788 normalized,569,334,219000,85000,0.29,7820,False
GOST Steel 20GL GOST 97788 normalized,540,275,200000,77000,0.3,7820,False
GOST Steel 35GL GOST 97788 normalized,540,294,200000,77000,0.3,7820,False
GOST Steel 35GL GOST 97788 Quenching and cooling in the water,589,343,200000,77000,0.3,7820,False
GOST Steel 20GSL GOST 97788 normalized,540,294,200000,77000,0.3,7820,False
GOST Steel 30GSL GOST 97788 normalized,589,343,200000,77000,0.3,7820,False
GOST Steel 30GSL GOST 97788 Quenching and cooling in the water,638,392,200000,77000,0.3,7820,False
GOST Steel 20G1FL GOST 97788 normalized,510,314,200000,77000,0.3,7820,False
GOST Steel 20FL GOST 97788 normalized,491,294,200000,77000,0.3,7820,True
GOST Steel 30ChGSFL GOST 97788 normalized,589,392,200000,77000,0.3,7820,False
GOST Steel 45FL GOST 97788 normalized,589,392,200000,77000,0.3,7820,False
GOST Steel 20ChML GOST 97788 normalized,441,245,215000,83000,0.3,7800,False
GOST Steel 20ChMFL GOST 97788 normalized,491,275,200000,77000,0.3,7820,True
GOST Steel 20GNMFL GOST 97788 normalized,589,491,200000,77000,0.3,7820,False
GOST Steel 35ChML GOST 97788 normalized,589,392,215000,83000,0.3,7840,False
GOST Steel 30ChNML GOST 97788 normalized,687,540,200000,77000,0.3,7820,False
GOST Steel 35ChGSL GOST 97788 normalized,589,343,215000,83000,0.3,7800,False
GOST Steel 35ChGSL GOST 97788 Quenching and cooling in the water,785,589,215000,83000,0.3,7800,False
GOST Steel 20DChL GOST 97788 normalized,491,392,200000,77000,0.3,7820,False
GOST Steel 08GDNFL GOST 97788 normalized,441,343,212000,82000,0.29,7820,True
GOST Steel 13ChNDFTL GOST 97788 normalized,491,392,200000,77000,0.3,7820,False
GOST Steel 12DN2FL GOST 97788 normalized,638,540,200000,77000,0.3,7820,False
GOST Steel 25L GOST 97788 Quenched and tempered,491,294,205000,79000,0.3,7830,True
GOST Steel 30L GOST 97788 Quenched and tempered,491,294,205000,79000,0.3,7810,True
GOST Steel 35L GOST 97788 Quenched and tempered,540,343,205000,79000,0.3,7830,False
GOST Steel 40L GOST 97788 Quenched and tempered,540,343,205000,79000,0.3,7810,False
GOST Steel 45L GOST 97788 Quenched and tempered,589,392,205000,79000,0.3,7800,False
GOST Steel 50L GOST 97788 Quenched and tempered,736,392,205000,79000,0.3,7820,False
GOST Steel 20GL GOST 97788 Quenched and tempered,530,334,205000,79000,0.3,7820,False
GOST Steel 35GL GOST 97788 Quenched and tempered,589,343,200000,77000,0.3,7820,False
GOST Steel 30GSL GOST 97788 Quenched and tempered,638,392,200000,77000,0.3,7820,False
GOST Steel 30ChGSFL GOST 97788 Quenched and tempered,785,589,200000,77000,0.3,7820,False
GOST Steel 30ChGSFL GOST 97788 Quenched and tempered,687,491,200000,77000,0.3,7820,False
GOST Steel 45FL GOST 97788 Quenched and tempered,638,441,200000,77000,0.3,7820,False
GOST Steel 32Ch06L GOST 97788 Quenched and tempered,638,491,205000,79000,0.3,7850,False
GOST Steel 20GNMFL GOST 97788 Quenched and tempered,687,589,200000,77000,0.3,7820,False
GOST Steel 35ChML GOST 97788 Quenched and tempered,687,540,205000,79000,0.3,7840,False
GOST Steel 30ChNML GOST 97788 Quenched and tempered,785,638,205000,79000,0.3,7820,False
GOST Steel 35ChGSL GOST 97788 Quenched and tempered,785,589,205000,79000,0.3,7800,False
GOST Steel 35NGML GOST 97788 Quenched and tempered,736,589,200000,77000,0.3,7820,False
GOST Steel 20DChL GOST 97788 Quenched and tempered,638,540,200000,77000,0.3,7820,False
GOST Steel 12DN2FL GOST 97788 Quenched and tempered,785,638,200000,77000,0.3,7820,False
GOST Steel 12DChN1MFL GOST 97788 Quenched and tempered,981,735,200000,77000,0.3,7820,False
GOST Steel 23ChGS2MFL GOST 97788 Quenched and tempered,1275,1069,200000,77000,0.3,7820,False
GOST Steel 12Ch7G3SL GOST 97788 Quenched and tempered,1324,1069,200000,77000,0.3,7820,False
GOST Steel 25Ch2GNMFL1 GOST 97788 Quenched and tempered,638,491,200000,77000,0.3,7820,False
GOST Steel 25Ch2GNMFL2 GOST 97788 Quenched and tempered,1275,1069,200000,77000,0.3,7820,False
GOST Steel 27Ch5GSML GOST 97788 Quenched and tempered,1472,1069,200000,77000,0.3,7820,False
GOST Steel 30Ch3S3GML GOST 97788 Quenched and tempered,1535,1069,200000,77000,0.3,7820,False
GOST Steel 03N12Ch5M3TL GOST 97788 Quenched and tempered,1324,1069,200000,77000,0.3,7820,False
GOST Steel 03N12Ch5M3TJuL GOST 97788 Quenched and tempered,1472,1069,200000,77000,0.3,7820,False
GOST Steel 40ChL GOST 97788 Quenching and cooling in the oil,638,491,219000,85000,0.29,7840,False
GOST Steel 50ChFA GOST 1495979 heat treated,1270,1069,206000,80000,0.3,7860,False
GOST Steel 55S2 GOST 1495979 heat treated,1270,1069,206000,80000,0.3,7860,False
GOST Steel 50ChGA GOST 1495979 heat treated,1270,1069,206000,80000,0.3,7860,False
GOST Steel 50ChGFA GOST 1495979 heat treated,1420,1069,206000,80000,0.3,7860,False
NF NF XC48H1 heat treated,710,460,206000,80000,0.3,7860,False
NF NF 51S7 heat treated,1500,1069,206000,80000,0.3,7860,False
NF NF 16MC5 casehardened,980,700,206000,80000,0.3,7860,False
NF NF 20MC5 casehardened,1200,850,206000,80000,0.3,7860,False
NF NF 55C3 heat treated,1370,1069,206000,80000,0.3,7860,False
NF NF 42CD4 heat treated,980,770,206000,80000,0.3,7860,False
NF NF 42CD4TS face hardened,980,815,206000,80000,0.3,7860,False
NF NF 50CV4 heat treated,1320,1069,206000,80000,0.3,7860,False
NF NF 40CAD612 nitrided,900,720,206000,80000,0.3,7860,False
NF NF 30CD12 heat treated,1030,810,206000,80000,0.3,7860,False
NF NF 30CD12 nitrided,980,770,206000,80000,0.3,7860,False
NF NF 16NC6 casehardened,1100,800,206000,80000,0.3,7860,False
NF NF 18NCD6 casehardened,1200,850,206000,80000,0.3,7860,False
NF NF 30CND8 heat treated,1030,850,206000,80000,0.3,7860,False
JIS JIS SUP9 heat treated,1226,1069,206000,80000,0.3,7860,False
